"ViolationID","BuildingID","RegistrationID","BoroID","Borough","HouseNumber","LowHouseNumber","HighHouseNumber","StreetName","StreetCode","Postcode","Apartment","Story","Block","Lot","Class","InspectionDate","ApprovedDate","OriginalCertifyByDate","OriginalCorrectByDate","NewCertifyByDate","NewCorrectByDate","CertifiedDate","OrderNumber","NOVID","NOVDescription","NOVIssuedDate","CurrentStatusID","CurrentStatus","CurrentStatusDate","NovType","ViolationStatus","RentImpairing","Latitude","Longitude","CommunityBoard","CouncilDistrict","CensusTract","BIN","BBL","NTA"
"15540246","411691","410337","4","QUEENS","35-15","35-15","35-15","CRESCENT STREET","7300","11106",,,"339","4","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.759371","-73.932286","1","26","47","4004003","4003390004","Queensbridge-Ravenswood-Dutch Kills"
"15540248","411698","409441","4","QUEENS","35-23","35-23","35-23","CRESCENT STREET","7300","11106",,,"339","7","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.759285","-73.932366","1","26","47","4004006","4003390007","Queensbridge-Ravenswood-Dutch Kills"
"15540258","411735","410222","4","QUEENS","36-22","36-22","36-22","CRESCENT STREET","7300","11106",,,"345","34","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.757870","-73.933753","1","26","3302","4004209","4003450034","Queensbridge-Ravenswood-Dutch Kills"
"15540273","414673","421030","4","QUEENS","35-01","35-01","35-01","28 STREET","7640","11106",,,"340","24","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.759018","-73.931077","1","26","53","4430718","4003400024","Astoria (Central)"
"15540275","414685","429895","4","QUEENS","35-16","35-16","35-16","28 STREET","7640","11106",,,"339","52","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.758851","-73.931240","1","26","47","4004027","4003390052","Queensbridge-Ravenswood-Dutch Kills"
"15540288","415599","402806","4","QUEENS","33-05","33-05","33-05","29 STREET","7740","11106",,,"586","26","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.761794","-73.927725","1","22","53","4007393","4005860026","Astoria (Central)"
"15540292","415609","402764","4","QUEENS","33-18","33-18","33-18","29 STREET","7740","11106",,,"582","7","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.761635","-73.927880","1","22","53","4007211","4005820007","Astoria (Central)"
"15540299","415679","419531","4","QUEENS","34-43","34-43","34-43","29 STREET","7740","11106",,,"585","111","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.759726","-73.929402","1","26","53","4007366","4005850111","Astoria (Central)"
"15540303","415697","414329","4","QUEENS","35-18","35-18","35-18","29 STREET","7740","11106",,,"340","32","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.758455","-73.930457","1","26","53","4004082","4003400032","Astoria (Central)"
"15540304","415707","404794","4","QUEENS","35-38","35-38","35-38","29 STREET","7740","11106",,,"340","39","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.758233","-73.930634","1","26","53","4004089","4003400039","Astoria (Central)"
"15540305","415708","408931","4","QUEENS","35-40","35-40","35-40","29 STREET","7740","11106",,,"340","40","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.758211","-73.930652","1","26","53","4004090","4003400040","Astoria (Central)"
"15540309","415725","414545","4","QUEENS","36-23","36-23","36-23","29 STREET","7740","11106",,,"342","14","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.756864","-73.931718","1","26","51","4004137","4003420014","Queensbridge-Ravenswood-Dutch Kills"
"15540310","416747","411227","4","QUEENS","31-21","31-21","31-21","30 STREET","7940","11106",,,"589","32","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.764057","-73.924787","1","22","61","4007540","4005890032","Astoria (Central)"
"15540325","416872","409996","4","QUEENS","35-11","35-11","35-11","30 STREET","7940","11106",,,"603","20","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.758158","-73.929569","1","26","53","4007983","4006030020","Astoria (Central)"
"15540327","416906","429457","4","QUEENS","36-17","36-17","36-17","30 STREET","7940","11106",,,"599","24","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.756543","-73.930878","1","26","51","4007859","4005990024","Queensbridge-Ravenswood-Dutch Kills"
"15540328","416907","402916","4","QUEENS","36-18","36-18","36-18","30 STREET","7940","11106",,,"342","31","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.756529","-73.930914","1","26","51","4004142","4003420031","Queensbridge-Ravenswood-Dutch Kills"
"15540334","417077","411266","4","QUEENS","14-48","14-48","14-48","31 AVENUE","7990","11106",,,"533","41","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.767659","-73.930650","1","22","77","4005900","4005330041","Old Astoria-Hallets Point"
"15540336","417093","411268","4","QUEENS","21-12","21-12","21-12","31 AVENUE","7990","11106",,,"552","20","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.767222","-73.929657","1","22","77","4006369","4005520020","Old Astoria-Hallets Point"
"15540339","417118","421954","4","QUEENS","23-18","23-18","23-18","31 AVENUE","7990","11106",,,"569","36","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.766551","-73.928221","1","22","75","4006652","4005690036","Astoria (Central)"
"15540345","417138","410953","4","QUEENS","23-46","23-46","23-46","31 AVENUE","7990","11106",,,"569","46","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.766532","-73.928182","1","22","75","4006660","4005690046","Astoria (Central)"
"15540346","417140","413239","4","QUEENS","23-48","23-48","23-48","31 AVENUE","7990","11106",,,"569","48","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.766532","-73.928182","1","22","75","4006661","4005690048","Astoria (Central)"
"15540347","417141","413149","4","QUEENS","23-50","23-50","23-50","31 AVENUE","7990","11106",,,"569","49","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.766529","-73.928178","1","22","75","4006662","4005690049","Astoria (Central)"
"15540348","417142","411391","4","QUEENS","23-52","23-52","23-52","31 AVENUE","7990","11106",,,"569","50","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.766529","-73.928174","1","22","75","4006663","4005690050","Astoria (Central)"
"15540349","417143","401219","4","QUEENS","23-54","23-54","23-54","31 AVENUE","7990","11106",,,"569","150","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.766526","-73.928171","1","22","75","4006671","4005690150","Astoria (Central)"
"15540351","417191","408955","4","QUEENS","32-02","32-02","32-02","31 AVENUE","7990","11106",,,"614","39","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.763896","-73.922542","1","22","61","4008432","4006140039","Astoria (Central)"
"15540358","417214","400364","4","QUEENS","33-16","33-16","33-16","31 AVENUE","7990","11106",,,"623","43","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.763470","-73.921676","1","22","61","4008903","4006230043","Astoria (Central)"
"15540360","417217","411393","4","QUEENS","33-20","33-20","33-20","31 AVENUE","7990","11106",,,"623","44","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.763459","-73.921655","1","22","61","4008904","4006230044","Astoria (Central)"
"15540369","417712","413045","4","QUEENS","23-33","23-33","23-33","31 DRIVE","8040","11106",,,"568","8","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.765190","-73.929298","1","22","75","4006616","4005680008","Astoria (Central)"
"15540371","417722","411906","4","QUEENS","23-47","23-47","23-47","31 DRIVE","8040","11106",,,"568","3","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.765179","-73.929280","1","22","75","4006612","4005680003","Astoria (Central)"
"15540373","417752","407639","4","QUEENS","14-22","14-22","14-22","31 ROAD","8090","11106",,,"532","27","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.767547","-73.932152","1","22","77","4005860","4005320027","Old Astoria-Hallets Point"
"15540378","417816","406423","4","QUEENS","23-54","23-54","23-54","31 ROAD","8090","11106",,,"568","40","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.765764","-73.928771","1","22","75","4006630","4005680040","Astoria (Central)"
"15540379","418057","424284","4","QUEENS","31-24","31-24","31-24","31 STREET","8140","11106",,,"589","51","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.763590","-73.924088","1","22","61","4314389","4005890051","Astoria (Central)"
"15540385","418136","411801","4","QUEENS","35-36","35-36","35-36","31 STREET","8140","11106",,,"603","39","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.757502","-73.929018","1","26","53","4007992","4006030039","Astoria (Central)"
"15540395","419355","419496","4","QUEENS","31-69","31-69","31-69","32 STREET","8240","11106",,,"614","15","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.762459","-73.923879","1","22","61","4008410","4006140015","Astoria (Central)"
"15540399","419414","411474","4","QUEENS","32-71","32-71","32-71","32 STREET","8240","11106",,,"612","10","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.761147","-73.924942","1","22","59","4008305","4006120010","Astoria (Central)"
"15540410","420074","411286","4","QUEENS","23-43","23-43","23-43","33 AVENUE","8290","11106",,,"566","6","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.763695","-73.930531","1","22","53","4006528","4005660006","Astoria (Central)"
"15540411","420076","411496","4","QUEENS","23-45","23-45","23-45","33 AVENUE","8290","11106",,,"566","105","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.763695","-73.930527","1","22","53","4006561","4005660105","Astoria (Central)"
"15540414","420579","401280","4","QUEENS","31-29","31-29","31-29","33 STREET","8390","11106",,,"623","30","I","11/15/2022","11/15/2022",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"27","INFO NOV SENT OUT","11/15/2022",,"Open","N","40.762749","-73.922540","1","22","61","4008893","4006230030","Astoria (Central)"
